coal,electricity,natural gas,wood,private,public,walk/bicycle,diesel,electric,hybrid,lpg,petrol,Vehicle Monthly Distance Km,Frequency of Traveling by Air,extra large waste bag,large waste bag,medium waste bag,small waste bag,Waste Bag Weekly Count,CarbonEmission
0,1,0,0,0,1,0,0,0,0,0,0,1965,0,0,0,1,0,2,984
0,1,0,0,0,0,1,0,0,0,0,0,59,2,0,1,0,0,5,2003
0,1,0,0,0,0,1,0,0,0,0,0,81,2,0,0,1,0,2,1278
1,0,0,0,0,1,0,0,0,0,0,0,321,3,0,1,0,0,4,3884
1,0,0,0,0,0,1,0,0,0,0,0,49,3,0,1,0,0,6,3115
0,0,1,0,0,0,1,0,0,0,0,0,80,3,0,1,0,0,7,4039
1,0,0,0,0,0,1,0,0,0,0,0,67,0,1,0,0,0,1,1499
0,0,1,0,0,0,1,0,0,0,0,0,28,3,1,0,0,0,7,2476
1,0,0,0,0,0,1,0,0,0,0,0,12,3,0,1,0,0,4,3217
0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,0,1,1,1245
0,0,0,1,0,0,1,0,0,0,0,0,54,0,0,1,0,0,1,1435
0,1,0,0,0,0,1,0,0,0,0,0,26,2,0,0,0,1,5,2201
0,1,0,0,0,0,1,0,0,0,0,0,71,2,0,1,0,0,4,2479
0,0,0,1,0,1,0,0,0,0,0,0,1153,0,0,0,0,1,4,964
0,1,0,0,0,1,0,0,0,0,0,0,1839,0,0,0,1,0,6,1039
0,0,1,0,1,0,0,0,0,0,1,0,8620,0,1,0,0,0,1,3781
0,0,1,0,1,0,0,0,0,0,0,1,2173,3,0,1,0,0,4,3419
0,0,0,1,0,0,1,0,0,0,0,0,50,2,1,0,0,0,7,3307
0,0,0,1,0,0,1,0,0,0,0,0,82,0,0,0,0,1,5,1542
0,0,0,1,0,0,1,0,0,0,0,0,49,1,0,0,0,1,7,1064
0,1,0,0,0,0,1,0,0,0,0,0,25,0,1,0,0,0,4,1323
1,0,0,0,0,0,1,0,0,0,0,0,56,1,1,0,0,0,1,1331
0,1,0,0,0,1,0,0,0,0,0,0,1552,2,0,0,1,0,3,1370
0,0,1,0,0,0,1,0,0,0,0,0,24,2,0,0,1,0,1,1515
0,1,0,0,0,1,0,0,0,0,0,0,1802,1,0,0,1,0,1,1053
0,0,1,0,0,0,1,0,0,0,0,0,89,3,0,1,0,0,5,2675
0,1,0,0,1,0,0,0,1,0,0,0,2490,2,1,0,0,0,4,1710
0,0,0,1,0,1,0,0,0,0,0,0,320,2,0,0,0,1,2,1621
0,1,0,0,0,1,0,0,0,0,0,0,28,3,0,0,0,1,6,2775
0,0,0,1,0,0,1,0,0,0,0,0,28,0,1,0,0,0,7,1232
0,1,0,0,0,1,0,0,0,0,0,0,1962,1,0,0,0,1,6,881
0,0,1,0,1,0,0,0,0,0,1,0,8953,3,1,0,0,0,1,4676
0,1,0,0,1,0,0,0,0,1,0,0,1668,2,0,0,0,1,7,1748
0,0,0,1,0,1,0,0,0,0,0,0,1474,0,0,0,1,0,2,1375
0,0,0,1,1,0,0,0,0,0,1,0,6340,1,1,0,0,0,4,2920
0,0,1,0,0,0,1,0,0,0,0,0,5,2,0,1,0,0,4,2568
0,0,0,1,1,0,0,0,0,0,1,0,243,1,0,0,0,1,4,1587
1,0,0,0,1,0,0,0,0,0,1,0,6828,3,1,0,0,0,2,4586
0,0,1,0,0,1,0,0,0,0,0,0,855,3,0,0,0,1,3,2174
0,0,1,0,0,1,0,0,0,0,0,0,545,3,0,0,0,1,6,2598
0,1,0,0,0,1,0,0,0,0,0,0,555,3,0,1,0,0,1,2619
0,1,0,0,0,1,0,0,0,0,0,0,180,1,1,0,0,0,4,1640
0,1,0,0,1,0,0,0,1,0,0,0,3571,2,0,0,1,0,7,2343
0,0,1,0,0,0,1,0,0,0,0,0,74,2,0,1,0,0,1,1329
0,0,1,0,0,0,1,0,0,0,0,0,65,2,0,0,1,0,3,1908
0,1,0,0,1,0,0,1,0,0,0,0,8371,3,0,0,1,0,6,5020
1,0,0,0,0,1,0,0,0,0,0,0,1724,3,0,0,1,0,4,3292
1,0,0,0,0,0,1,0,0,0,0,0,45,1,0,1,0,0,6,1745
0,0,1,0,0,1,0,0,0,0,0,0,1489,2,0,0,1,0,6,2700
1,0,0,0,0,1,0,0,0,0,0,0,686,1,0,0,1,0,1,1451
0,0,0,1,0,0,1,0,0,0,0,0,70,1,0,1,0,0,4,1555
0,0,1,0,1,0,0,0,0,0,0,1,5459,0,1,0,0,0,6,3818
1,0,0,0,0,0,1,0,0,0,0,0,80,3,1,0,0,0,7,3046
1,0,0,0,1,0,0,0,1,0,0,0,7685,0,0,0,1,0,4,1279
1,0,0,0,0,1,0,0,0,0,0,0,457,1,0,0,0,1,3,976
0,0,0,1,0,1,0,0,0,0,0,0,1322,0,1,0,0,0,2,1469
0,0,1,0,1,0,0,0,1,0,0,0,1405,2,1,0,0,0,2,2019
1,0,0,0,1,0,0,0,0,1,0,0,3142,1,0,0,1,0,7,2802
0,0,0,1,0,1,0,0,0,0,0,0,1639,1,0,0,1,0,4,1399
0,0,1,0,0,0,1,0,0,0,0,0,75,3,0,0,0,1,1,1795
0,1,0,0,1,0,0,0,0,0,0,1,7708,0,0,0,1,0,7,4048
0,0,1,0,0,0,1,0,0,0,0,0,43,0,0,1,0,0,4,1141
0,0,0,1,0,1,0,0,0,0,0,0,1397,1,0,0,0,1,4,1675
0,1,0,0,0,0,1,0,0,0,0,0,53,2,1,0,0,0,1,2047
1,0,0,0,0,0,1,0,0,0,0,0,83,1,1,0,0,0,4,2272
0,0,0,1,1,0,0,0,0,0,0,1,3288,2,0,0,0,1,6,2823
0,0,1,0,1,0,0,0,0,1,0,0,8405,2,0,0,1,0,3,3156
1,0,0,0,1,0,0,0,0,0,1,0,1838,1,0,0,1,0,4,2004
0,1,0,0,0,0,1,0,0,0,0,0,3,3,0,0,1,0,2,2606
0,1,0,0,0,1,0,0,0,0,0,0,1579,1,1,0,0,0,6,1541
0,0,0,1,0,0,1,0,0,0,0,0,45,0,1,0,0,0,5,1606
0,1,0,0,1,0,0,0,0,0,0,1,7135,1,1,0,0,0,4,4956
1,0,0,0,0,0,1,0,0,0,0,0,63,3,0,0,1,0,5,2840
1,0,0,0,0,0,1,0,0,0,0,0,1,3,1,0,0,0,7,3192
0,0,1,0,0,0,1,0,0,0,0,0,60,3,1,0,0,0,5,2755
1,0,0,0,0,1,0,0,0,0,0,0,1787,3,0,0,0,1,4,3063
0,0,0,1,1,0,0,0,0,1,0,0,9095,1,0,1,0,0,7,3905
0,0,0,1,0,1,0,0,0,0,0,0,635,3,0,0,1,0,1,3154
0,0,1,0,0,0,1,0,0,0,0,0,56,3,0,0,1,0,2,2327
0,1,0,0,1,0,0,0,0,0,1,0,9030,3,1,0,0,0,6,5145
1,0,0,0,0,1,0,0,0,0,0,0,1159,3,0,0,1,0,2,2980
0,1,0,0,0,1,0,0,0,0,0,0,23,2,0,1,0,0,3,1807
0,0,1,0,0,1,0,0,0,0,0,0,1398,1,0,0,0,1,4,1217
0,1,0,0,1,0,0,0,0,1,0,0,4477,1,0,0,1,0,6,1912
0,0,1,0,0,1,0,0,0,0,0,0,174,3,0,0,0,1,6,2219
1,0,0,0,0,0,1,0,0,0,0,0,38,2,0,1,0,0,7,2051
0,0,1,0,0,1,0,0,0,0,0,0,1318,0,0,1,0,0,3,1753
0,1,0,0,0,0,1,0,0,0,0,0,69,0,0,1,0,0,1,810
0,1,0,0,0,0,1,0,0,0,0,0,27,2,0,1,0,0,3,1378
0,1,0,0,0,1,0,0,0,0,0,0,1360,1,0,1,0,0,5,1139
0,0,1,0,1,0,0,0,0,1,0,0,9280,1,1,0,0,0,6,3963
0,0,1,0,1,0,0,0,0,0,0,1,3338,0,0,0,0,1,4,2758
0,0,1,0,0,1,0,0,0,0,0,0,1959,1,0,0,0,1,6,1466
0,1,0,0,0,0,1,0,0,0,0,0,9,2,0,0,0,1,7,1515
0,0,0,1,0,0,1,0,0,0,0,0,62,2,1,0,0,0,5,2372
0,0,1,0,1,0,0,0,1,0,0,0,4389,0,1,0,0,0,3,1392
0,0,0,1,1,0,0,1,0,0,0,0,8387,1,0,1,0,0,7,4443
1,0,0,0,0,0,1,0,0,0,0,0,34,0,0,0,0,1,2,1114
0,0,1,0,0,0,1,0,0,0,0,0,9,0,0,1,0,0,2,703
1,0,0,0,0,1,0,0,0,0,0,0,317,3,0,0,1,0,7,2816
0,1,0,0,0,1,0,0,0,0,0,0,575,0,1,0,0,0,2,1047
0,1,0,0,0,1,0,0,0,0,0,0,368,3,0,1,0,0,5,2807
0,0,0,1,0,1,0,0,0,0,0,0,872,0,0,1,0,0,3,1299
1,0,0,0,1,0,0,0,1,0,0,0,7323,1,0,1,0,0,5,2141
1,0,0,0,0,0,1,0,0,0,0,0,88,3,0,0,0,1,2,2603
1,0,0,0,1,0,0,0,0,0,1,0,9216,0,0,0,1,0,2,3476
1,0,0,0,1,0,0,1,0,0,0,0,7245,1,0,0,1,0,4,2860
0,1,0,0,1,0,0,0,1,0,0,0,9536,0,1,0,0,0,5,1807
1,0,0,0,0,1,0,0,0,0,0,0,1723,1,0,1,0,0,6,2469
1,0,0,0,1,0,0,0,0,0,0,1,4031,2,0,1,0,0,1,3309
1,0,0,0,0,1,0,0,0,0,0,0,284,1,1,0,0,0,1,1542
1,0,0,0,0,0,1,0,0,0,0,0,54,3,0,0,1,0,7,3347
0,0,1,0,1,0,0,1,0,0,0,0,6868,1,1,0,0,0,5,3356
0,0,0,1,0,0,1,0,0,0,0,0,75,3,0,1,0,0,3,2417
0,0,0,1,0,1,0,0,0,0,0,0,1764,0,1,0,0,0,2,1226
0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,1,0,0,5,1663
1,0,0,0,1,0,0,0,0,1,0,0,6053,3,0,0,1,0,2,4034
1,0,0,0,0,0,1,0,0,0,0,0,11,1,1,0,0,0,3,1786
0,0,1,0,0,1,0,0,0,0,0,0,110,3,0,1,0,0,3,2554
0,0,0,1,0,0,1,0,0,0,0,0,97,3,0,1,0,0,2,1714
1,0,0,0,0,1,0,0,0,0,0,0,1143,3,0,1,0,0,2,2594
0,0,1,0,1,0,0,0,0,0,0,1,812,0,0,0,0,1,5,1890
0,0,1,0,0,0,1,0,0,0,0,0,16,3,0,0,1,0,6,2908
0,0,1,0,0,0,1,0,0,0,0,0,26,2,0,0,0,1,5,2131
0,0,1,0,0,0,1,0,0,0,0,0,65,2,0,0,0,1,3,1673
1,0,0,0,0,1,0,0,0,0,0,0,1924,0,0,1,0,0,7,1697
1,0,0,0,0,0,1,0,0,0,0,0,19,3,1,0,0,0,4,2673
0,0,0,1,1,0,0,0,0,1,0,0,1034,2,1,0,0,0,2,1868
0,1,0,0,0,0,1,0,0,0,0,0,43,1,0,0,0,1,2,1078
0,0,1,0,1,0,0,0,1,0,0,0,4711,1,0,1,0,0,3,1397
0,0,1,0,0,0,1,0,0,0,0,0,23,3,1,0,0,0,4,2944
1,0,0,0,0,0,1,0,0,0,0,0,73,0,1,0,0,0,5,1686
1,0,0,0,0,1,0,0,0,0,0,0,1838,2,0,1,0,0,5,2604
0,0,0,1,0,1,0,0,0,0,0,0,970,0,0,0,1,0,6,1754
0,1,0,0,1,0,0,0,1,0,0,0,4493,2,0,0,0,1,7,1812
0,0,0,1,0,0,1,0,0,0,0,0,89,0,0,0,1,0,7,1413
0,1,0,0,0,0,1,0,0,0,0,0,47,2,1,0,0,0,6,1561
0,0,0,1,0,0,1,0,0,0,0,0,26,3,1,0,0,0,1,1779
1,0,0,0,1,0,0,0,0,0,1,0,3737,3,1,0,0,0,6,3720
1,0,0,0,1,0,0,0,0,0,0,1,3829,1,0,0,1,0,5,2818
0,0,0,1,0,0,1,0,0,0,0,0,45,1,1,0,0,0,5,1972
0,0,1,0,0,0,1,0,0,0,0,0,16,2,0,0,1,0,4,2243
1,0,0,0,0,1,0,0,0,0,0,0,1025,0,1,0,0,0,1,1262
0,1,0,0,0,0,1,0,0,0,0,0,68,3,0,0,1,0,4,2026
1,0,0,0,1,0,0,0,0,0,1,0,9350,0,0,0,0,1,5,3825
0,1,0,0,0,0,1,0,0,0,0,0,25,2,0,0,0,1,6,1133
0,1,0,0,0,1,0,0,0,0,0,0,646,1,0,1,0,0,7,1927
0,0,0,1,1,0,0,1,0,0,0,0,3964,0,0,0,1,0,2,2002
0,0,1,0,0,1,0,0,0,0,0,0,380,1,1,0,0,0,1,1490
0,0,1,0,0,0,1,0,0,0,0,0,31,3,1,0,0,0,7,3389
1,0,0,0,0,1,0,0,0,0,0,0,1276,0,0,1,0,0,6,1690
0,0,0,1,1,0,0,0,1,0,0,0,9914,2,0,0,1,0,1,1872
0,0,0,1,0,0,1,0,0,0,0,0,54,2,0,1,0,0,5,2468
0,1,0,0,0,0,1,0,0,0,0,0,64,1,0,0,0,1,3,1534
0,1,0,0,0,1,0,0,0,0,0,0,829,3,0,1,0,0,7,2117
0,1,0,0,0,0,1,0,0,0,0,0,61,2,0,1,0,0,2,1437
0,0,0,1,1,0,0,0,0,1,0,0,7885,3,0,1,0,0,1,3492
0,0,0,1,0,1,0,0,0,0,0,0,331,1,1,0,0,0,2,1805
0,0,1,0,0,0,1,0,0,0,0,0,98,2,1,0,0,0,7,2333
0,1,0,0,1,0,0,0,1,0,0,0,1050,0,0,0,0,1,2,1066
0,1,0,0,0,1,0,0,0,0,0,0,1557,0,1,0,0,0,1,1560
1,0,0,0,0,0,1,0,0,0,0,0,28,0,1,0,0,0,2,1696
0,1,0,0,1,0,0,1,0,0,0,0,5914,2,0,0,1,0,1,3134
1,0,0,0,0,1,0,0,0,0,0,0,790,2,1,0,0,0,4,2674
0,1,0,0,0,0,1,0,0,0,0,0,73,0,0,0,0,1,2,583
0,0,0,1,0,1,0,0,0,0,0,0,1419,1,0,0,1,0,2,1588
0,0,1,0,0,1,0,0,0,0,0,0,1585,0,0,0,1,0,3,1281
0,1,0,0,1,0,0,0,0,1,0,0,1131,2,0,1,0,0,5,1644
0,1,0,0,1,0,0,1,0,0,0,0,8413,0,1,0,0,0,2,2319
1,0,0,0,0,1,0,0,0,0,0,0,1768,1,1,0,0,0,6,1819
1,0,0,0,0,0,1,0,0,0,0,0,37,1,1,0,0,0,5,2094
0,0,1,0,0,0,1,0,0,0,0,0,69,0,0,0,1,0,6,1680
1,0,0,0,0,0,1,0,0,0,0,0,34,0,1,0,0,0,4,2495
0,1,0,0,0,1,0,0,0,0,0,0,922,2,0,0,0,1,7,1628
0,0,0,1,1,0,0,0,0,0,1,0,2977,1,0,0,0,1,7,1566
0,1,0,0,1,0,0,0,1,0,0,0,2996,3,1,0,0,0,4,1906
1,0,0,0,1,0,0,1,0,0,0,0,6360,2,0,0,0,1,1,2634
1,0,0,0,0,1,0,0,0,0,0,0,1278,2,0,0,0,1,3,2744
0,0,0,1,1,0,0,0,0,0,1,0,4779,1,0,0,0,1,1,2576
0,0,0,1,0,1,0,0,0,0,0,0,1491,1,0,0,0,1,3,1461
0,1,0,0,0,1,0,0,0,0,0,0,1612,1,0,1,0,0,6,1447
0,1,0,0,1,0,0,0,0,0,0,1,6331,3,0,0,0,1,3,4166
0,1,0,0,1,0,0,0,0,0,0,1,9136,0,1,0,0,0,7,4913
0,1,0,0,0,0,1,0,0,0,0,0,29,0,0,1,0,0,6,2387
0,1,0,0,0,0,1,0,0,0,0,0,35,0,0,0,1,0,2,1086
1,0,0,0,0,0,1,0,0,0,0,0,60,0,0,1,0,0,7,1621
0,0,1,0,1,0,0,0,1,0,0,0,7128,2,0,1,0,0,7,3257
0,1,0,0,1,0,0,1,0,0,0,0,6906,0,0,0,0,1,4,2896
1,0,0,0,0,0,1,0,0,0,0,0,14,1,0,1,0,0,1,2092
0,0,0,1,1,0,0,0,1,0,0,0,6238,1,1,0,0,0,6,2009
1,0,0,0,0,0,1,0,0,0,0,0,82,3,0,0,1,0,2,2029
0,0,0,1,0,0,1,0,0,0,0,0,97,3,0,1,0,0,5,2502
0,1,0,0,1,0,0,0,0,0,1,0,6668,0,0,0,1,0,2,2896
0,0,0,1,1,0,0,1,0,0,0,0,5806,1,0,0,0,1,4,2772
0,1,0,0,1,0,0,0,0,1,0,0,201,1,0,0,1,0,5,1326
0,0,0,1,0,1,0,0,0,0,0,0,1041,1,0,1,0,0,7,1790
0,0,0,1,0,1,0,0,0,0,0,0,1365,3,0,0,1,0,6,2230
0,0,1,0,0,0,1,0,0,0,0,0,84,2,0,1,0,0,6,2466
0,0,0,1,0,1,0,0,0,0,0,0,820,2,1,0,0,0,5,2547
0,1,0,0,0,1,0,0,0,0,0,0,1505,2,0,0,1,0,5,1454
0,1,0,0,0,0,1,0,0,0,0,0,78,3,0,0,0,1,5,3069
0,1,0,0,1,0,0,0,0,0,0,1,631,0,0,0,1,0,5,1120
0,1,0,0,0,0,1,0,0,0,0,0,91,0,0,0,1,0,3,898
0,0,0,1,0,0,1,0,0,0,0,0,40,3,1,0,0,0,4,1981
0,0,1,0,1,0,0,0,1,0,0,0,4960,2,1,0,0,0,5,2656
0,0,1,0,0,0,1,0,0,0,0,0,33,0,1,0,0,0,3,1350
0,0,1,0,0,0,1,0,0,0,0,0,59,0,0,0,0,1,3,1416
0,1,0,0,0,1,0,0,0,0,0,0,472,2,1,0,0,0,4,1445
0,0,1,0,0,0,1,0,0,0,0,0,72,2,0,0,1,0,6,2002
1,0,0,0,1,0,0,1,0,0,0,0,7604,0,1,0,0,0,2,3206
0,0,1,0,0,1,0,0,0,0,0,0,1766,3,0,0,1,0,6,3558
1,0,0,0,0,1,0,0,0,0,0,0,1567,2,1,0,0,0,7,3085
0,0,0,1,0,1,0,0,0,0,0,0,1949,0,1,0,0,0,1,1562
0,1,0,0,0,0,1,0,0,0,0,0,53,1,0,1,0,0,1,940
1,0,0,0,0,1,0,0,0,0,0,0,847,1,0,1,0,0,3,1964
0,0,1,0,0,0,1,0,0,0,0,0,57,0,0,0,1,0,2,1122
0,0,1,0,0,1,0,0,0,0,0,0,30,2,0,0,0,1,4,1596
0,0,0,1,1,0,0,1,0,0,0,0,6348,0,1,0,0,0,1,2747
0,0,1,0,0,1,0,0,0,0,0,0,1788,3,1,0,0,0,3,3156
0,1,0,0,0,0,1,0,0,0,0,0,32,2,0,0,1,0,7,1803
0,0,1,0,1,0,0,1,0,0,0,0,9394,1,0,0,1,0,2,3931
1,0,0,0,0,0,1,0,0,0,0,0,25,3,1,0,0,0,3,3423
0,1,0,0,0,1,0,0,0,0,0,0,1654,2,0,1,0,0,1,1755
0,0,0,1,0,0,1,0,0,0,0,0,87,1,0,0,1,0,1,853
0,1,0,0,0,0,1,0,0,0,0,0,63,2,0,1,0,0,6,2003
0,0,0,1,1,0,0,0,0,0,1,0,618,1,0,0,1,0,4,1564
0,1,0,0,0,1,0,0,0,0,0,0,1794,3,0,0,1,0,6,2893
0,0,0,1,0,1,0,0,0,0,0,0,992,1,0,1,0,0,3,1734
1,0,0,0,0,1,0,0,0,0,0,0,721,0,0,0,0,1,5,1418
1,0,0,0,0,1,0,0,0,0,0,0,318,0,0,0,0,1,5,1328
0,0,1,0,1,0,0,0,0,0,0,1,82,3,1,0,0,0,7,3369
0,1,0,0,1,0,0,0,1,0,0,0,9920,2,0,0,1,0,6,1822
1,0,0,0,0,0,1,0,0,0,0,0,74,3,0,0,1,0,2,2432
0,0,0,1,1,0,0,0,0,1,0,0,4188,0,1,0,0,0,7,2300
1,0,0,0,1,0,0,0,0,0,1,0,4776,2,1,0,0,0,5,3263
1,0,0,0,0,1,0,0,0,0,0,0,225,2,0,1,0,0,6,2969
0,0,0,1,0,0,1,0,0,0,0,0,69,1,0,0,1,0,4,1296
1,0,0,0,1,0,0,0,0,1,0,0,5167,3,0,1,0,0,5,4488
0,0,1,0,1,0,0,1,0,0,0,0,115,3,0,1,0,0,5,2895
0,0,0,1,0,0,1,0,0,0,0,0,29,2,1,0,0,0,2,2327
0,0,0,1,0,1,0,0,0,0,0,0,1238,0,0,1,0,0,2,1118
0,1,0,0,0,1,0,0,0,0,0,0,1927,2,0,0,0,1,6,1874
0,0,0,1,0,1,0,0,0,0,0,0,179,2,1,0,0,0,1,1818
1,0,0,0,0,1,0,0,0,0,0,0,1524,0,1,0,0,0,4,1369
0,1,0,0,0,0,1,0,0,0,0,0,97,1,1,0,0,0,3,1150
1,0,0,0,0,0,1,0,0,0,0,0,51,3,0,1,0,0,3,2730
0,0,0,1,0,0,1,0,0,0,0,0,58,3,0,0,0,1,2,2883
0,0,1,0,0,1,0,0,0,0,0,0,635,3,0,1,0,0,4,2923
0,0,1,0,0,0,1,0,0,0,0,0,7,3,0,0,0,1,4,2112
0,0,1,0,0,1,0,0,0,0,0,0,1324,0,0,0,0,1,4,968
0,0,0,1,0,0,1,0,0,0,0,0,28,1,0,1,0,0,4,1516
0,0,0,1,1,0,0,1,0,0,0,0,9118,1,0,1,0,0,2,3566
0,1,0,0,0,1,0,0,0,0,0,0,1426,3,1,0,0,0,6,3164
0,0,1,0,0,1,0,0,0,0,0,0,812,2,0,0,0,1,7,2075
0,0,1,0,0,1,0,0,0,0,0,0,1279,2,1,0,0,0,7,2637
1,0,0,0,0,1,0,0,0,0,0,0,845,0,1,0,0,0,7,2132
0,0,0,1,0,0,1,0,0,0,0,0,52,0,0,0,1,0,6,1518
0,1,0,0,1,0,0,0,0,1,0,0,4737,0,0,1,0,0,3,1904
0,0,1,0,1,0,0,0,0,0,0,1,9825,2,0,1,0,0,5,6793
1,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,1,5,1214
0,0,0,1,0,0,1,0,0,0,0,0,41,2,1,0,0,0,5,3193
0,1,0,0,0,0,1,0,0,0,0,0,87,2,0,1,0,0,3,1641
0,1,0,0,0,1,0,0,0,0,0,0,755,3,1,0,0,0,7,4039
0,0,0,1,0,0,1,0,0,0,0,0,63,3,1,0,0,0,7,3707
0,1,0,0,1,0,0,0,0,0,1,0,563,0,0,0,1,0,1,743
0,0,0,1,0,0,1,0,0,0,0,0,17,2,1,0,0,0,1,1436
1,0,0,0,1,0,0,1,0,0,0,0,4469,3,0,0,0,1,3,4492
0,0,1,0,1,0,0,1,0,0,0,0,3946,3,0,0,0,1,3,3618
0,0,1,0,1,0,0,1,0,0,0,0,8787,0,0,0,1,0,1,3555
0,0,0,1,1,0,0,0,1,0,0,0,6072,3,0,0,1,0,4,1799
1,0,0,0,1,0,0,0,0,0,0,1,7795,2,0,0,1,0,5,5616
0,0,1,0,1,0,0,0,1,0,0,0,6588,2,0,0,1,0,7,2505
0,0,1,0,0,0,1,0,0,0,0,0,72,0,0,0,1,0,2,1315
0,0,1,0,0,0,1,0,0,0,0,0,32,2,0,1,0,0,4,1669
1,0,0,0,0,1,0,0,0,0,0,0,634,2,1,0,0,0,3,2063
0,1,0,0,0,0,1,0,0,0,0,0,78,2,0,1,0,0,3,1672
0,1,0,0,1,0,0,0,0,0,1,0,1642,2,0,0,1,0,3,1993
0,0,0,1,1,0,0,0,0,0,0,1,7794,2,0,1,0,0,3,5306
0,0,0,1,0,1,0,0,0,0,0,0,1252,0,1,0,0,0,2,1394
1,0,0,0,1,0,0,0,0,1,0,0,6979,2,0,0,1,0,5,4284
0,1,0,0,0,0,1,0,0,0,0,0,87,0,0,0,0,1,3,667
1,0,0,0,0,0,1,0,0,0,0,0,69,0,0,0,1,0,5,1342
0,0,1,0,0,0,1,0,0,0,0,0,68,3,1,0,0,0,4,2240
0,1,0,0,1,0,0,0,0,0,0,1,310,2,0,0,0,1,5,1686
0,0,0,1,0,1,0,0,0,0,0,0,916,0,1,0,0,0,4,1689
0,0,0,1,1,0,0,1,0,0,0,0,854,0,0,1,0,0,4,1969
0,0,0,1,0,1,0,0,0,0,0,0,389,0,0,0,1,0,3,779
0,1,0,0,0,0,1,0,0,0,0,0,13,3,0,1,0,0,6,2210
1,0,0,0,0,1,0,0,0,0,0,0,620,3,0,0,0,1,3,2483
1,0,0,0,1,0,0,0,0,0,0,1,7587,0,1,0,0,0,3,4239
0,0,1,0,0,1,0,0,0,0,0,0,18,3,0,1,0,0,3,2855
0,0,1,0,0,0,1,0,0,0,0,0,55,0,0,0,1,0,1,1007
0,1,0,0,1,0,0,1,0,0,0,0,8315,1,0,1,0,0,1,3871
1,0,0,0,0,0,1,0,0,0,0,0,90,0,0,0,1,0,3,1004
0,1,0,0,1,0,0,0,1,0,0,0,4946,1,0,1,0,0,6,2043
0,0,1,0,1,0,0,0,0,0,1,0,9349,1,0,0,1,0,5,3981
0,1,0,0,0,1,0,0,0,0,0,0,1746,2,1,0,0,0,5,2705
0,0,1,0,0,1,0,0,0,0,0,0,1863,1,0,1,0,0,7,1696
0,1,0,0,0,0,1,0,0,0,0,0,43,2,0,1,0,0,1,1815
0,0,1,0,0,1,0,0,0,0,0,0,1446,1,1,0,0,0,6,2134
1,0,0,0,1,0,0,0,0,0,1,0,1540,1,1,0,0,0,6,1940
1,0,0,0,0,0,1,0,0,0,0,0,73,1,1,0,0,0,3,1763
0,1,0,0,1,0,0,1,0,0,0,0,1149,0,0,0,1,0,2,1476
0,0,0,1,0,0,1,0,0,0,0,0,22,1,0,0,0,1,4,1093
0,1,0,0,0,1,0,0,0,0,0,0,1502,1,0,1,0,0,2,1451
0,1,0,0,0,0,1,0,0,0,0,0,39,1,0,0,1,0,3,1106
0,0,0,1,0,1,0,0,0,0,0,0,822,0,0,0,0,1,1,1154
0,1,0,0,1,0,0,0,0,0,0,1,4154,0,0,1,0,0,1,2649
1,0,0,0,0,0,1,0,0,0,0,0,51,3,0,0,0,1,2,2527
1,0,0,0,0,1,0,0,0,0,0,0,1130,3,1,0,0,0,7,3212
0,0,1,0,0,0,1,0,0,0,0,0,58,0,0,0,1,0,6,1164
0,0,1,0,0,1,0,0,0,0,0,0,1346,0,0,1,0,0,3,1801
1,0,0,0,0,0,1,0,0,0,0,0,99,2,0,0,0,1,2,1675
1,0,0,0,0,0,1,0,0,0,0,0,69,0,0,0,1,0,2,1356
0,0,0,1,0,0,1,0,0,0,0,0,62,3,0,0,1,0,6,3041
0,0,0,1,0,0,1,0,0,0,0,0,82,1,0,1,0,0,7,1572
0,0,1,0,0,0,1,0,0,0,0,0,87,2,0,0,0,1,7,1354
0,0,1,0,0,0,1,0,0,0,0,0,57,0,0,0,1,0,2,1355
0,0,1,0,0,0,1,0,0,0,0,0,67,1,0,0,0,1,3,1340
0,1,0,0,1,0,0,1,0,0,0,0,7230,2,0,0,1,0,1,2511
0,0,0,1,0,0,1,0,0,0,0,0,30,0,0,0,0,1,6,924
1,0,0,0,1,0,0,1,0,0,0,0,5566,3,0,0,0,1,4,4633
0,0,0,1,1,0,0,0,1,0,0,0,1333,0,0,0,0,1,4,1323
0,0,1,0,1,0,0,0,0,0,0,1,5673,2,0,1,0,0,7,5318
0,1,0,0,0,1,0,0,0,0,0,0,1603,0,0,1,0,0,4,668
1,0,0,0,0,1,0,0,0,0,0,0,1004,3,0,0,0,1,7,3009
1,0,0,0,0,1,0,0,0,0,0,0,1282,2,0,0,1,0,3,2233
1,0,0,0,0,1,0,0,0,0,0,0,1277,3,1,0,0,0,6,2722
0,0,0,1,0,0,1,0,0,0,0,0,13,3,0,0,1,0,2,1801
0,1,0,0,1,0,0,0,0,0,1,0,2897,2,0,0,0,1,6,2251
0,1,0,0,1,0,0,1,0,0,0,0,340,3,1,0,0,0,4,2439
0,0,0,1,0,1,0,0,0,0,0,0,210,2,0,0,0,1,4,1603
0,1,0,0,1,0,0,0,0,1,0,0,4602,3,0,0,0,1,4,2310
0,1,0,0,0,1,0,0,0,0,0,0,1745,0,0,1,0,0,2,1156
0,1,0,0,1,0,0,0,0,0,0,1,6723,0,0,0,0,1,6,4603
