Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Weekly Count,CarbonEmission,Microwave,Stove,Grill,Oven,Airfryer,coal,electricity,natural gas,wood,diesel,electric,hybrid,lpg,petrol,private,public,walk/bicycle,extra large,large,medium,small
1,107,6,1545,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,8046,3,2334,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1,74,3,1273,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1949,2,1864,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,2549,7,2946,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
3,66,1,2069,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,11,3,1286,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1219,1,1503,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,7816,4,3063,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2,72,6,1939,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,236,7,806,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5478,1,2781,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1795,5,2244,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2,12,4,1165,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,28,3,1310,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,70,5,1539,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2,1934,7,1635,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,7,4,984,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,806,2,1708,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,93,2,908,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1432,5,1228,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,5018,6,2323,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1425,4,1674,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,87,1,1433,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1227,5,1774,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2,79,3,1774,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,93,6,1226,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,37,5,1336,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
0,8908,2,2425,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,24,5,1497,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,14,6,1446,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,207,2,2054,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,85,2,1393,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,8805,7,1563,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,97,3,1432,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,19,2,821,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1485,7,4086,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
3,24,1,2457,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10,2,1556,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,486,4,2223,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,582,1,2001,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,81,7,1753,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,79,6,3231,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1618,5,1738,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1933,1,1522,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
2,8463,5,4818,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
0,31,1,501,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,69,1,2087,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
3,1764,1,2554,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,7150,2,4286,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
3,49,6,2643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
2,3121,4,2248,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,8476,1,3343,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3,73,3,2454,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,7850,7,2326,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,70,4,822,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,4,2,1138,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
3,3,1,2746,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,9,5,2821,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,8944,1,3422,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,79,5,1775,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,21,3,1164,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,413,3,1586,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,789,6,2263,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2,1963,4,2247,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,145,2,563,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,6986,7,4187,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
1,1737,4,2121,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3,619,4,2499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,33,2,1439,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,7,3,1836,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,523,1,1491,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,3384,3,2199,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
2,9215,3,4471,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2,6243,6,2587,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,263,3,1434,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,24,7,1659,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,60,6,2669,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,1008,2,3206,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1208,6,2267,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2,1840,4,1740,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,1083,6,1841,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,34,2,1266,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2,66,7,1973,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1753,4,2477,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,5441,3,775,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
2,5263,3,2297,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3,2,6,2342,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,9,6,1859,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,975,3,1484,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3,720,5,2345,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,1215,1,2186,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1612,4,3666,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,1499,6,3298,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,1713,6,2167,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,59,5,1553,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,3433,1,2013,1,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
3,59,7,3213,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,350,7,2005,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,87,6,949,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1655,6,1625,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1486,3,2457,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,458,6,1479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,42,7,2640,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,8338,4,3780,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,688,3,1303,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3847,1,2516,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0
3,94,2,2842,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3,1376,5,3810,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1230,5,2076,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1960,1,1286,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
2,1486,6,1819,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,9,5,1681,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1,7,941,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,173,5,1593,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,96,5,1848,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,957,4,1886,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
0,1066,3,1491,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,3890,1,2148,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,2453,7,2261,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
2,92,4,2012,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,6956,1,2713,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
3,19,7,2317,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,987,7,2395,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1620,7,2082,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,1085,7,2216,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,83,2,2358,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,77,7,3531,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,3730,1,2401,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
0,1193,5,1616,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2,1707,4,2597,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,936,3,1261,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,405,4,2095,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,85,2,1220,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2,70,6,2171,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,83,6,755,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,2187,6,3923,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2,5473,4,3905,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1,238,4,1190,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,1886,5,1321,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,635,1,2426,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,31,1,2471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1968,1,1517,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1,952,4,2130,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,97,7,2598,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,32,6,3256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,4555,2,2067,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
3,70,4,3328,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,406,5,2696,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,589,7,1822,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,1484,3,1397,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,8809,7,3807,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
0,9316,5,4797,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
0,70,2,931,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2,630,6,2079,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1319,5,1777,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,91,1,2466,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2,2891,6,2447,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
2,4538,5,2249,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
2,64,4,1804,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,36,3,1548,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2,647,3,2106,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,8242,2,5399,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
0,1274,7,2137,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1817,2,1610,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3,631,1,2455,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3,11,4,3279,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,50,2,1279,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,5,5,1845,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,5762,7,3962,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3,1481,6,2636,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,25,6,1181,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,1792,2,1366,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
3,1047,1,2658,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,6414,7,3526,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,6105,4,545,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
3,423,5,2180,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,6044,2,2232,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,9193,5,4007,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3,2016,7,2942,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,151,1,877,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,838,2,2181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1,279,5,1561,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,69,1,1097,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,1808,6,3235,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
0,58,2,1718,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,1489,2,977,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
2,97,6,1253,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,46,4,1862,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
3,9410,3,3104,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
0,91,7,1520,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
3,65,4,2926,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,90,4,1408,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
2,39,5,2247,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
3,5685,2,3110,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,3544,1,2141,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,1978,1,1391,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,1403,3,1376,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
0,5437,3,925,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
0,38,6,1101,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
3,850,4,2206,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,856,7,1394,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1781,4,3031,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,83,5,3022,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
1,1955,4,1211,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,1477,5,1267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,4,5,2664,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,24,5,1590,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2,1006,7,1933,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,5647,3,3338,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1,55,6,2366,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,98,6,1254,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,880,3,1563,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,759,4,3257,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,46,7,2115,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,44,2,1381,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1425,2,1965,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3,1,3,2478,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,38,3,1289,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
1,92,7,1476,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3,1332,1,2731,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,8641,2,2928,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3,21,1,3308,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3,2060,7,3067,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
0,99,5,1370,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
1,3899,4,3272,0,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3,14,2,2351,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
1,39,4,1007,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,1308,5,1942,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,6583,1,2912,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
0,401,5,1720,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,1388,6,2232,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
3,1841,2,2599,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2,841,7,2290,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1,9272,7,5707,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2,1568,6,1749,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,48,1,443,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2,1325,5,3491,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
1,7545,2,3531,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
2,74,7,2575,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
2,4762,6,4882,1,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2,1944,2,1843,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,438,1,2268,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,86,6,1496,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2,11,6,1961,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,4028,6,2619,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
1,4071,1,1983,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2,1507,5,2046,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,301,4,1150,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2,141,2,1559,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,62,7,1168,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1298,1,1619,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
3,1486,4,3522,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
0,19,6,1123,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,734,4,1204,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,7266,6,4155,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
2,1454,1,2134,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,17,4,2307,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
0,3997,4,2963,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
1,31,5,1699,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
1,8652,4,3395,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1687,6,2331,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
0,1884,6,951,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,430,4,1287,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
0,76,6,1405,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
3,1210,3,2388,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,8083,1,3223,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
1,977,5,1633,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3,4698,5,5679,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
